Time,Input,Output
0.0,0.18668538470811774,0.0
0.01,0.21738284499697924,0.0
0.02,0.05955282118491445,0.0
0.03,0.1856558512064696,0.0
0.04,0.08901359633639278,0.0
0.05,0.01903246910988149,0.0
0.06,0.21344698503159426,0.0
0.07,0.25035789126294966,0.0
0.08,0.32236895143800104,0.0
0.09,0.025510593962123018,0.0
0.1,0.49205398185532334,0.10714368257192729
0.11,0.31373085743932394,0.2931632349090352
0.12,0.017117771035723484,0.22184207049688065
0.13,0.4838094549506096,0.17822058366018342
0.14,0.46955236789292265,0.2251967209981697
0.15,0.4202911990737078,0.1925118360189376
0.16,0.43120216599586364,0.3040431075701716
0.17,0.16376831520238522,0.3762847532891873
0.18,0.1410561997023343,0.3277932175329564
0.19,0.028728586868864037,0.24022225646192652
0.2,0.11896072800939372,0.22289516674894708
0.21,0.25261742210118243,0.251628720312133
0.22,0.09480736531082323,0.21393986676509064
0.23,0.32861386320770053,0.2600776722070215
0.24,0.42232572626559944,0.4434752952439639
0.25,0.03314565248081752,0.5621077023489389
0.26,0.2993858160482854,0.3800776160975907
0.27,0.4414910953968354,0.3498724171645984
0.28,0.24018912013694216,0.3552651375757643
0.29,0.25166499147854093,0.2751856818848168
0.3,0.02487705813270019,0.2730685753814189
0.31,0.11000956096401321,0.23728681388162098
0.32,0.10367917237588653,0.22658039338293487
0.33,0.14122911396565163,0.2571792006853496
0.34,0.37079818648946444,0.3098281690067468
0.35000000000000003,0.30333538768552315,0.261366253691643
0.36,0.3620712370314859,0.35286544146119014
0.37,0.020998846670351734,0.4967754633127358
0.38,0.13753260947549856,0.3322422086252912
0.39,0.2636583775758028,0.30179895752036734
0.4,0.1326674476489333,0.24638737689688936
0.41000000000000003,0.1472668323356099,0.23304119965815193
0.42,0.4975708386116767,0.2279817853399408
0.43,0.001234665944365998,0.30822093172366427
0.44,0.3382139755735978,0.240472735909078
0.45,0.09593041197529589,0.3621149877486306
0.46,0.37290547236437105,0.3168972044513192
0.47000000000000003,0.48112795654672774,0.25539431606928387
0.48,0.15824615968123928,0.3119431923855515
0.49,0.24528459473369585,0.2999057230772908
0.5,0.4011350718899523,0.28080582052718894
0.51,0.07234312531354276,0.3126817704715632
0.52,0.05665490337160284,0.2933938199324175
0.53,0.1508999227238893,0.2318656028723676
0.54,0.40428654402798375,0.27979836266507574
0.55,0.3262621453011598,0.2833120930000802
0.56,0.379402705719141,0.40808963026861167
0.5700000000000001,0.06864126602985365,0.556578697293091
0.58,0.14697524228630465,0.37394403194386305
0.59,0.3424910582607906,0.32834108476838275
0.6,0.3858177392663369,0.4595576987512998
0.61,0.4275988257993835,0.360790133159136
0.62,0.12397897272807151,0.3090787387850039
0.63,0.14675719712064939,0.27628683802794995
0.64,0.052761477310694804,0.32210986228030286
0.65,0.38972164908731477,0.2816915018235125
0.66,0.1867344969009338,0.4580811154327148
0.67,0.24159988652729225,0.3420019138993428
0.68,0.23079309230154738,0.31591791094006494
0.6900000000000001,0.21141959769188884,0.36789899012790084
0.7000000000000001,0.037121936544264156,0.3969850309362577
0.71,0.46360107484485535,0.31100510057574315
0.72,0.41520437665187854,0.3320930063559199
0.73,0.31373025783111336,0.3475526608331029
0.74,0.18135439404154347,0.28948823877204954
0.75,0.26382576521644646,0.3426943538000544
0.76,0.2814007258068283,0.33674158775297147
0.77,0.3113848999549748,0.3599514317348985
0.78,0.003999429850078062,0.3769813076659717
0.79,0.12346074168693222,0.2796067277064005
0.8,0.3337418841833132,0.23791373595791643
0.81,0.49388323408689844,0.44169183737533213
0.8200000000000001,0.12886500419644414,0.6139679349522614
0.8300000000000001,0.17383007586233445,0.45616415000294996
0.84,0.2764880824978588,0.3693297635479008
0.85,0.4081729799212135,0.3906663922973308
0.86,0.007066599442391519,0.4649476810090877
0.87,0.4534632914080449,0.3355703993829638
0.88,0.08591263392720161,0.26994921472845707
0.89,0.4511587705475415,0.24899262540544537
0.9,0.08972215396955313,0.4482257049031283
0.91,0.22735607762437776,0.39146662740145155
0.92,0.2823142341323145,0.33947086009617006
0.93,0.21423846496525134,0.3385063512453317
0.9400000000000001,0.3803505213563009,0.3512859723670474
0.9500000000000001,0.032486963586278006,0.5011230623061984
0.96,0.2038337271524278,0.34312691878190327
0.97,0.20699576232956785,0.40279374455880057
0.98,0.2586165167760684,0.3207200265772133
0.99,0.4869023504110492,0.43033575342538377
1.0,0.2679736329982767,0.37783621931942135
1.01,0.008574473298279373,0.37646490456231063
1.02,0.38632259571945143,0.2877537004890337
1.03,0.034533111532405125,0.36413914758967414
1.04,0.3453490990673505,0.2973214497210065
1.05,0.4564233380999198,0.2610539261503821
1.06,0.09511407878327627,0.3630503890582836
1.07,0.36444752305146155,0.30164487207973467
1.08,0.3920219714573336,0.38285450062877835
1.09,0.45462561013356545,0.5670689460376652
1.1,0.1388792768474162,0.5543445183326376
1.11,0.32899405439281193,0.37218706481240127
1.12,0.4366246168244068,0.4721143473448356
1.1300000000000001,0.3860083464697081,0.35715820460161474
1.1400000000000001,0.40338906417080583,0.4772690393120198
1.1500000000000001,0.23818523428038735,0.6174038448629928
1.16,0.45454679507362783,0.4570416706451813
1.17,0.375300637950774,0.5897848187095869
1.18,0.17364577612485527,0.6405656331342915
1.19,0.3641672873609589,0.5740878102330371
1.2,0.3331410864405369,0.49482488597880825
1.21,0.3543613215764801,0.5378532068931577
1.22,0.3256435564694983,0.633768960483228
1.23,0.3740845008433703,0.6491585684394984
1.24,0.4569313412035245,0.7051934950356554
1.25,0.23744622222525313,0.682830396338361
1.26,0.3228587216665675,0.6704026502307181
1.27,0.20923629696043067,0.6899775687639393
1.28,0.36584594991988245,0.578099607044976
1.29,0.002384076305353866,0.6529526293452761
1.3,0.34812280955756764,0.5025960026722937
1.31,0.14036435167156908,0.5942096248080873
1.32,0.29387124889565897,0.5357605879000958
1.33,0.40633259793968385,0.5933518997264513
1.34,0.04945089573392447,0.7406032546179792
1.35,0.317316029604013,0.5708911242405592
1.36,0.35034514612318707,0.5998848679670967
1.37,0.4458960273637849,0.5716377815759096
1.3800000000000001,0.18560489083683496,0.6859612784390918
1.3900000000000001,0.16448648436872626,0.5138816412169047
1.4000000000000001,0.15870045239592323,0.4918773664083733
1.41,0.4052658028901542,0.42603313597951575
1.42,0.36761766083816955,0.5285098920840184
1.43,0.3245014590449863,0.6338389138300896
1.44,0.10477497454390855,0.4968664683603471
1.45,0.4469927895912783,0.43604991266678317
1.46,0.45710826921026154,0.5831140423546802
1.47,0.3079935054365791,0.7371694704588615
1.48,0.045512671958969075,0.6108475623209348
1.49,0.1262218324657069,0.46118965191833383
1.5,0.14804862556970821,0.39305203898317465
1.51,0.3025737015231441,0.41220407394376535
1.52,0.2587701940166352,0.49959492907263714
1.53,0.4945078198362648,0.5073270004022924
1.54,0.2701910607839401,0.4602336373791117
1.55,0.1014860106060505,0.5366078552065341
1.56,0.22048423903753056,0.47012150065838176
1.57,0.4779461018519038,0.46250510401753253
1.58,0.08780007931309941,0.38269809344195194
1.59,0.21202271728145117,0.3191766121454884
1.6,0.20992927432623942,0.3137508879375085
1.61,0.08110383676455324,0.35786777297825145
1.62,0.012370109307658694,0.31595963384279274
1.6300000000000001,0.08675933617566861,0.2691499557397232
1.6400000000000001,0.47782481284151473,0.26823108992930444
1.6500000000000001,0.22047703052058948,0.3027781522041061
1.6600000000000001,0.37425720684829017,0.31616552447210755
1.67,0.48620986366675795,0.5154600657467373
1.68,0.15510020367728378,0.4053011091840828
1.69,0.04197296816782625,0.3394912042688989
1.7,0.3109053460941731,0.27284843415433235
1.71,0.025006668099522122,0.26556086985615407
1.72,0.041194566761833584,0.2235640275573203
1.73,0.2959838637002026,0.20796070499768526
1.74,0.15175527648531512,0.4069452943752039
1.75,0.2319074099294029,0.33852364524032863
1.76,0.2375393148374863,0.3874645829897989
1.77,0.15969563525313463,0.45463480494415465
1.78,0.4612208942535241,0.34861058464465944
1.79,0.08000879299665398,0.2901939883282778
1.8,0.3024497817733924,0.2707483916140302
1.81,0.20008310854449546,0.23581072840763986
1.82,0.3135573173558354,0.22041736657970776
1.83,0.046448426068578075,0.34017745166995206
1.84,0.1165178585682281,0.2686456044628754
1.85,0.17036668775940322,0.26350760875692625
1.86,0.10044865411979997,0.28033841528405457
1.87,0.13141468985205812,0.2498368381251879
1.8800000000000001,0.45292151114387863,0.30044885587373005
1.8900000000000001,0.35161991431778356,0.28535413785168523
1.9000000000000001,0.443232315003,0.383868187081701
1.9100000000000001,0.461318582322269,0.4024721439237263
1.92,0.15657614436591322,0.4979879128343656
1.93,0.23531400624781823,0.34179213438448486
1.94,0.27945989635653584,0.2996207426850126
1.95,0.17250025593072882,0.31081793623785836
1.96,0.10512230730587296,0.27133794499056685
1.97,0.2878421896871979,0.24748472729060395
1.98,0.34269445222965433,0.4111449069751758
1.99,0.4157756092038424,0.47505192297883614
2.0,0.2373575629010336,0.6054403004431071
2.0100000000000002,0.030006016821864157,0.5628236269625406
